c	Clostridia	Actinomycetia	Bacilli	Coriobacteriia	Verrucomicrobiae	Methanobacteria	Bacteroidia	Gammaproteobacteria	Desulfovibrionia
Healthy	1.19259616376855	-0.0495231782974773	-1.14363367634075	-0.599479279121621	-5	-5	1.8048123058785	-0.805430160771357	-1.18615224577115
Healthy	1.55513678720214	-5	-0.844208647642382	-1.78727984558216	-1.60572347323218	-5	1.72528954175842	0.108751013469221	-1.43168091490489
Healthy	0.383125690220745	-1.06393888339001	-5	-5	-5	-5	1.89877436594448	-0.583858968831671	-5
Healthy	0.995212978021115	-5	-0.564028293600659	-5	1.30133411244408	-0.262688062010375	1.4858262973554	0.806654046147595	-0.183427303973897
Healthy	1.45958893141775	-5	-1.65150042971616	-5	-2.41566877563247	-5	1.75018158681695	-1.83120797968582	-5
Healthy	0.767879087701276	-5	-5	-0.991357252434715	-5	-5	1.64796730935212	-0.999088937868777	-1.24123945609002
Healthy	1.40436788267485	-1.02122621566988	-5	-1.15851539066461	0.0558597642979701	1.19431477032722	1.59439929128072	-5	-1.57528166266843
Healthy	1.2300635056576	-5	-0.845697780315335	-5	-5	-0.48537256758866	1.61538794443253	1.21619916612133	-5
Healthy	0.883333177521008	-0.65380355627079	-0.989530430203608	-5	-5	-5	1.93830958188606	0.244037017036314	-1.0073581301216
Healthy	1.83420763729357	-5	-0.938698343793955	-5	-2.0301183562535	0.506717392419689	1.09571109663366	-5	-5
Healthy	1.46938809366708	0.637304564516816	-0.633838632195809	-0.600793699328692	-0.331409099963166	-0.947459954065977	1.50889100939141	0.0608488730388074	-2.72124639904717
Healthy	1.24534360552569	-0.00236464487350495	-1.16310648362357	-0.599945788725126	-5	-5	1.80736608036384	-0.720835156937729	-1.2143143317191
Healthy	0.835315711892788	-0.207181230830761	-0.849304948857286	-0.719763190390311	-5	-5	1.88332170105324	-0.471276076739006	-0.998699066979582
Healthy	1.39121518967295	1.35339280128144	1.2620379575553	0.451102996833693	-5	0.0200254863257827	0.990601217280949	0.243191885767495	-5
Healthy	1.28459404298254	0.704108458618344	0.335205073740825	0.239269440429388	-5	-5	1.62516320091162	1.19097649680895	-1.43937612545007
Healthy	1.37873739014285	0.267267966786495	0.389904642948755	-0.529913071591167	-0.326693345517798	-0.840192267030569	1.62459640714877	0.553274831325661	-1.31776464309744
Healthy	1.82494293178959	0.62824277814123	-5	0.554577584745201	1.24120543551533	-5	-5	-5	-5
Healthy	1.64921156389972	-5	-0.928191608166871	-5	-5	-0.816616257947305	1.51593567331112	-0.393833685392379	-5
Healthy	1.06111607219943	-5	-1.14357322752976	-1.52900183033913	-5	-5	1.75200486245167	-0.145815456166393	-1.44213203843198
Healthy	0.73434690347996	-0.30756731148585	-1.01295971302073	-0.500381640299993	-5	-5	1.87756621627172	0.776060890414528	-0.69216179584344
Healthy	0.865290568604777	-0.411392195257313	-0.617982957425132	-5	-5	-5	1.83470604885608	-0.890826578574528	-5
Healthy	1.38189538704128	-5	-1.85047298624565	-0.674217602484195	0.282975385635692	-1.70289634985074	1.72075193832482	0.155405883408257	-1.03428102975578
Healthy	1.07126582915093	-5	-0.654998961821958	-5	-0.264648654831209	-0.21511893041391	1.52954173713065	1.12155820285983	-5
Healthy	1.14788152240164	0.714166239729455	-0.498803757972911	-2.43297363384094	-5	-5	1.75082293228829	0.361376481869873	-5
Healthy	0.327520359742395	-5	-5	-5	-0.27043027369803	-5	1.96448266164724	0.615718646710098	-5
Healthy	0.575437261612947	1.23110599699788	-0.0606355235665811	0.603946156265205	-5	-5	1.83533284451337	0.182947919306218	-5
Healthy	1.60449356953884	0.992401068294658	-0.201985035648513	-0.690433704106227	-5	-5	1.30595723893257	-0.652923803930265	-1.17947015147648
Healthy	1.52805960109978	-0.135524518308971	0.376981866455769	0.045334716316743	-0.0582550850508751	-5	1.54381968098756	-2.03105031901866	-0.548014111051091
Healthy	1.33111923301633	0.412347969086344	-5	-0.35269528819389	0.263893965288644	-0.265648292705235	1.73847446323237	0.0660723575773765	-5
Healthy	1.57386145434324	0.700916486615219	0.459791915265038	-5	0.484443631089704	0.487042169301616	1.36182601323736	0.319861511693828	-5
Healthy	0.998936849760302	-5	-5	-5	0.886332206961341	-5	1.81557104127818	-0.641284886197868	-5
Healthy	1.44638833824434	-5	-1.39243775681641	-5	-5	-5	1.80659974738529	0.502611451159221	-0.611987656635809
Healthy	1.24428503948943	-0.29654525468797	-0.703290943824397	-5	-5	-5	1.82034604693572	0.585749411171379	-1.70929775671215
Healthy	1.44403026711865	-5	-1.10946720807226	-1.17360121781238	-5	-5	1.80709733368615	0.478795846393972	-0.47134035476501
Healthy	1.70181157061474	0.113863167462118	1.26920999990326	0.192305348063851	-2.24641694110709	-5	1.27180072983809	-1.11827306462358	-5
Healthy	1.67815185104153	-5	-0.32053576227394	-0.454062315358118	0.0729700598663302	-5	1.15068829785399	-0.53746724196491	-1.38700434396765
Healthy	0.934940600473388	-2.17392519729917	-1.19348086591929	-0.502144659868822	-5	-5	1.88378086390612	0.138826693810669	-1.35872424276809
Healthy	1.20670501205503	-0.868060704789575	-5	-0.63520519282589	0.728773262075445	-5	1.72431978848234	-0.361580635137367	-0.488584592791225
D000236	1.32390212677033	-0.252728059010605	1.77177908666353	-0.575069385550122	0.124644402379828	0.776999568137476	0.573480812688805	-0.463807832187357	-1.28008893580166
Healthy	1.78130189246219	0.0536315283660297	0.435726542849126	-0.821425896620075	-1.56815395430127	0.231161091024965	1.11381404693274	-0.686280380504907	-5
Healthy	1.67307558237664	0.0808680952038701	0.922378714215788	0.033656925103955	-5	-0.0889756308628182	1.39572851907407	0.40212376240064	-1.02204787879854
Healthy	1.57813311682622	-5	-0.241815061849435	-0.158196449630666	-5	0.965423732012489	1.45847346578167	-5	-5
Healthy	1.50781797043042	-1.2209087961545	0.505861908858317	-0.469441740548347	1.17337597576964	-5	1.38524099095837	1.06381618207975	-2.67162039656126
Healthy	1.18720362653364	-5	-0.912822188238844	-0.00411921333117029	-0.542814743446332	-5	1.87640133744105	-1.36471736200179	-5
Healthy	1.3685695028234	-2.69680394257951	-1.11662251025166	-1.2023170650851	-5	-5	1.7969396528931	0.947177775467039	-1.66675430103804
D000236	1.77791514716587	0.84889327333	0.437869422780598	-0.752665149342544	-5	-5	1.36998558360654	-5	-5
Healthy	1.70929540717264	-0.800903343694384	0.102519458368337	-5	-5	-0.0475805228014692	1.53049988536732	-0.276536118316854	-5
Healthy	1.14258623078116	-0.0571390860764773	-0.297061360611653	-5	0.75925828187544	-5	1.78416143648639	0.4958993980762	-5
Healthy	0.924075016220443	-5	-2.53461714855158	-5	-5	-5	1.88066745045934	-0.21175383062718	-2.14146280243036
Healthy	1.72227284744004	0.745788135552397	-0.0968394458881703	-0.440428497217558	-5	-5	1.35191143376754	-0.182414800094703	-5
Healthy	1.34583072467652	0.907689155879493	0.390341518926754	0.00338297259828993	0.676698181121668	-2.14508697769214	1.64240941377882	0.329157781394064	-1.04793440981495
Healthy	0.85938270686777	-1.05522131887649	-1.29413628771608	-0.710946442407359	1.01338122771052	-5	1.8297739717221	-1.09178314691061	-0.711192052516521
Healthy	0.857495929293535	-1.65600093094284	-0.447623844747437	-0.160239219038679	0.855072517386656	-5	1.73645522766992	0.124950679542338	-0.747244028911427
Healthy	1.71085495437172	0.362126071357915	-1.57121748850305	-0.386433001228715	-1.49620931694282	-1.22929523178422	1.56350540995057	0.272560963861557	-0.829591588274682
Healthy	1.92861657958856	-5	0.485269866168583	0.566215868865457	-5	0.317892088957648	0.341693638960031	-5	-5
D000236	1.49478497686781	0.516618655262864	0.0468540016041944	0.77730645031028	-5	-0.106265971553095	1.38508910173798	-5	-5
Healthy	1.55411636690364	-5	0.588674993121528	0.00429987352362671	-5	-0.145499632122898	1.60285044751201	-0.618830748720854	-5
Healthy	1.31562046112403	-2.49620931694282	0.0256949171381284	-0.325368462482923	-5	-5	1.75732715880553	-0.379728574560956	-5
Healthy	0.420922339593397	-5	-0.614500972847943	-0.827718238544999	-5	-5	1.94935604251243	-0.266626163055293	-5
Healthy	-1.02475205875932	-0.596604912997491	-0.491524150351767	-5	-5	-5	-1.31238187042823	1.19992650333637	-5
Healthy	0.135739920719901	-5	0.100642755537261	-5	-5	-5	1.93413308623912	0.120201989583453	-5
Healthy	1.3854107076947	0.272340642245293	-0.312506711255048	-0.632196967250993	-5	-5	1.74462456359356	-1.11025022473596	-5
Healthy	1.7089678855633	0.202188512266052	0.741999654437455	0.257001411616545	-5	-0.303014907547875	1.42577754633749	0.42128302264261	-5
Healthy	1.07077166602148	-5	-1.7680209731685	-0.291324207273463	-5	-5	1.84810070904581	0.761782798918629	-5
Healthy	1.55690563046541	-5	-5	-5	-5	-5	1.75021292783412	-5	-5
Healthy	1.23613552968257	-5	-1.77806440017199	-0.133411418224968	-5	-5	1.76411057214773	0.855023401569893	-5
Healthy	1.34199113310088	-0.959002307576509	1.13985139137732	-1.03282657704446	-5	-5	1.71328451936576	0.00645748463818299	-5
Healthy	1.57366723433078	0.0755615592810349	-1.67964596718233	-1.4386600585411	-5	-5	1.6043401214296	-1.1253442674019	-5
Healthy	1.59492652574415	0.708842241792617	-1.50251746263263	-0.734757531366199	-5	-5	1.32171770527317	0.0135113334658999	-0.830384337777253
Healthy	1.44068479603106	-5	-1.26656197290894	-1.1114274031424	-5	-5	1.81002063010515	0.473590604448907	-0.258422985219577
Healthy	1.01115709631296	-0.632401836320167	-0.237839297913818	-1.44708854978349	-5	-5	1.84441000712758	0.801618402870708	-5
Healthy	-2.13548891894161	1.96795325337443	0.758808981164909	-5	-5	-5	-1.35565990117368	0.1084736905237	-5
Healthy	1.40019594496149	-5	-0.788959594267947	-0.518672051847425	-0.0191152915709132	-5	1.76561603398308	-1.06238182060618	-1.55783391421528
Healthy	1.14704745585626	1.86398539723709	0.0885081816679681	0.588545086209557	-2.92445303860747	-5	-1.83150251647697	0.630757284988651	-5
Healthy	0.990490254180477	-5	-5	-0.665224668322045	-0.0802840157574941	-5	1.81192210165437	-1.7026772857947	-1.40582852088509
Healthy	1.03464409575721	0.434388442735579	-5	-0.833066905128846	1.23550344900574	-5	1.62280463482383	-0.978852064279005	0.209152951593855
Healthy	0.720720628024159	0.736743798962006	-0.869827111107464	0.169395196975156	0.547602429785681	-5	0.286391343147528	1.89967569522853	-5
Healthy	1.26498796702505	-5	-5	-5	-0.401943052719206	-5	1.83387561785576	-0.424789054916385	-5
Healthy	0.883307610717666	-0.411515400955207	-0.560683098983496	-5	-5	-5	1.83893115834566	-0.704037267605977	-5
Healthy	1.45599459811076	-0.12731939284807	-0.526542227184554	-1.98171569157347	-5	-5	1.8012357228892	0.310674198718182	-5
Healthy	0.498667493641771	1.25571550073716	-5	0.443940115208608	-5	-5	1.68789987040816	-5	-5
Healthy	1.48797178851542	-1.88706002391592	-5	-5	-5	-5	1.70747606876486	0.954119441900728	-5
Healthy	0.236441524775372	0.738812257654625	-0.433786489437618	-5	-5	-5	1.46017953610094	1.39430403063012	-5
Healthy	1.74857987849733	0.410247323940247	1.08418899343258	0.58910475277915	-5	-5	1.27434700337415	-5	-5
Healthy	1.21137046910556	0.162576353937276	-1.25406684154056	-0.496536181846786	-0.192519092995695	-5	1.76885127493393	0.168644776887817	-2.6903698325741
Healthy	1.32213594355677	0.523527964330405	0.425659730420213	-5	0.563579561775237	-5	1.5853018727624	0.517446633919386	-5
Healthy	1.63908099170895	0.698566791937309	0.0754119076576232	-0.662820374590166	-5	-5	0.870742663294291	-1.15645578805436	-5
Healthy	1.33484102540248	-5	-5	-0.973099191109745	-1.16966800654804	-5	1.83312510965263	-5	-5
Healthy	1.3597381818911	-5	-2.70774392864352	-5	0.483737027872602	-0.242004572723122	1.64097954636543	0.94718709417019	-1.3763372926438
Healthy	1.2975764712737	-0.224207572321208	-0.325616570378997	0.0687163419965539	0.100515285822753	-5	1.47192010289356	-0.302822985028996	-1.58169870868025
Healthy	1.61706736835744	-0.504997133561376	-0.153743320221921	-1.10690433390377	0.262472447950243	-0.819845440546652	1.24469661240851	0.276783384700269	-1.49039429538844
Healthy	0.642475402199867	-0.485691374343224	-0.465237994969973	-0.0108217012429983	-2.3585258894959	-5	1.82668575568211	0.00609363020820083	-0.394608750110711
Healthy	0.903364048891955	0.080749110907479	-0.0678104461845136	0.0936807835974929	-0.286727919126105	-5	1.49530395216766	-0.951519352526498	-0.093761957868654
Healthy	1.56021985014056	0.723572234494289	-0.0862603017850711	-1.07644514193245	1.40411516877084	-5	1.30897098745708	-5	-5
Healthy	1.6031785949766	0.257683373676726	-0.268798162879752	0.127846354725375	-1.04866248120408	-5	1.50463503419416	-0.059593098600362	-0.729530793546802
Healthy	1.57821892129154	-5	0.305488945905176	-5	-1.01596801972882	-0.0775080964527578	1.47542666544873	-0.666169989554354	-5
Healthy	1.07896150984256	1.08397714612738	-0.631527161559638	0.270294437715416	-5	-0.750385897655418	1.75366194472913	-0.528165759848767	-0.928854709548917
Healthy	1.01024693894068	-0.597721418104439	-0.268048802566613	-1.33198702835817	-5	-5	1.83408248361784	0.773892446690057	-5
Healthy	0.242024339968328	-1.79182747333288	-5	-5	-5	-5	1.90655299646866	-0.781306980008644	-5
Healthy	1.19586009384911	0.138754129723719	-1.63413778459744	-0.41999931041096	-0.268604655755548	-1.57823159879308	1.8275738990396	-1.74836177955179	-1.03198428600636
Healthy	1.26322169366765	0.508095881195523	0.102519458368337	-0.645833914968581	0.71558638787792	-0.299469343021408	1.62909671283614	0.246786537772904	-0.525710873834504
D000236	1.70585969418646	1.02847039357407	0.132246878295424	0.200965346683809	0.451952141730931	-5	1.32610615674254	0.316932280165489	-5
Healthy	-3.02227639471115	-1.64282774227697	-0.640297291725886	-5	-5	-5	-1.28692967414436	1.9366017988212	-5
Healthy	1.40732273783472	-5	-0.793470948317269	-0.749604396942884	-5	-5	1.78802829919445	0.724212769403576	-0.791881259261723
Healthy	0.80116076649191	-1.70730099695607	-0.865599744081016	0.169771390203502	1.64730089635306	-5	1.13212066742592	1.00824322239122	-0.217190677331123
Healthy	-0.560398916165654	1.95902530881005	0.559402646841045	-2.65757731917779	-2.07468790850035	-5	-1.71399287792053	0.65769916511523	-5
Healthy	1.63247591886795	-0.100902099292678	-0.955577844288157	-1.09189045960745	1.09843292937707	-2.05207638016827	1.43001164909166	0.33390450401391	-1.46092390120722
Healthy	1.32756183024072	1.36008593544129	-0.389659288547843	0.84854995508427	-5	-5	1.48386204927454	0.350405033933652	-5
Healthy	0.4591194599369	-0.926831737734898	-5	-5	0.221849618204452	-5	1.96814495463693	-0.162676764352586	-5
